province,cityname,record_date,high,low,weather,wd,ws
上海,上海,2022-4-5,14,11,多云,南风,2
上海,上海,2022-4-6,23,10,多云,南风,2
上海,上海,2022-4-7,26,13,多云,东南风,1
上海,上海,2022-4-8,22,14,多云,西风,2
上海,上海,2022-4-9,27,14,多云,东南风,1
上海,上海,2022-4-10,27,15,多云,东南风,3
上海,上海,2022-4-11,32,17,多云,东南风,1
上海,上海,2022-4-12,30,17,多云,东南风,2
上海,上海,2022-4-13,15,13,小雨到中雨,北风,2
上海,上海,2022-4-14,16,13,多云,北风,1
上海,上海,2022-4-15,17,12,多云,北风,1
上海,上海,2022-4-16,14,9,多云,东风,2
上海,上海,2022-4-17,20,13,多云,东南风,1
上海,上海,2022-4-18,19,13,多云,东南风,1
上海,上海,2022-4-19,23,13,晴,南风,1
上海,上海,2022-4-20,25,14,多云,东南风,2
上海,上海,2022-4-21,25,17,晴,东南风,1
上海,上海,2022-4-22,27,19,阴,西南风,1
上海,上海,2022-4-23,20,16,多云,东风,1
上海,上海,2022-4-24,24,17,多云,东南风,2
上海,上海,2022-4-25,27,20,多云,西南风,3
上海,上海,2022-4-26,30,15,多云,东风,2
上海,上海,2022-4-27,21,15,多云,东北风,2
上海,上海,2022-4-28,20,13,小雨到中雨,东风,2
上海,上海,2022-4-29,19,11,多云,西南风,2
上海,上海,2022-4-30,16,12,多云,北风,2
上海,上海,2022-3-1,16,7,阴,北风,1
上海,上海,2022-3-2,18,8,多云,东南风,1
上海,上海,2022-3-3,17,11,多云,东南风,3
上海,上海,2022-3-4,13,8,晴,西南风,2
上海,上海,2022-3-5,14,5,多云,东北风,2
上海,上海,2022-3-6,13,6,阴,东风,1
上海,上海,2022-3-7,19,7,晴,西南风,2
上海,上海,2022-3-8,22,12,晴,西北风,1
上海,上海,2022-3-9,20,11,晴,东南风,1
上海,上海,2022-3-10,24,14,多云,西北风,1
上海,上海,2022-3-11,25,13,晴,东南风,2
上海,上海,2022-3-12,25,16,多云,南风,1
上海,上海,2022-3-13,14,4,多云,西南风,2
上海,上海,2022-3-14,29,13,多云,北风,1
上海,上海,2022-3-15,22,12,晴,东南风,1
上海,上海,2022-3-16,27,16,多云,东南风,1
上海,上海,2022-3-17,17,9,多云,西北风,2
上海,上海,2022-3-18,10,7,阴,西南风,1
上海,上海,2022-3-19,13,7,多云,东北风,1
上海,上海,2022-3-20,9,7,小雨到中雨,东风,2
上海,上海,2022-3-21,10,7,小雨到大雨,东北风,2
上海,上海,2022-3-22,11,7,多云,北风,1
上海,上海,2022-3-23,9,-2,多云,西南风,2
上海,上海,2022-3-24,18,10,多云,东南风,1
上海,上海,2022-3-25,18,12,多云,西风,3
上海,上海,2022-3-26,17,10,多云,西北风,1
上海,上海,2022-3-27,18,8,多云,东北风,2
上海,上海,2022-3-28,13,7,晴,东风,1
上海,上海,2022-3-29,19,11,多云,东南风,2
上海,上海,2022-3-30,23,11,多云,北风,2
上海,上海,2022-3-31,13,8,多云,北风,1
上海,上海,2022-2-1,8,3,多云,东北风,1
上海,上海,2022-2-2,6,2,多云,东北风,1
上海,上海,2022-2-3,6,2,阴,北风,2
上海,上海,2022-2-4,8,1,晴,东北风,2
上海,上海,2022-2-5,7,0,晴,东北风,2
上海,上海,2022-2-6,6,3,多云,东风,1
上海,上海,2022-2-7,4,3,中雨,东北风,1
上海,上海,2022-2-8,7,3,多云,北风,1
上海,上海,2022-2-9,7,3,小雨,东北风,2
上海,上海,2022-2-10,9,4,多云,东风,2
上海,上海,2022-2-11,8,5,小雨,东风,1
上海,上海,2022-2-12,9,6,多云,东北风,2
上海,上海,2022-2-13,7,3,小雨,西北风,3
上海,上海,2022-2-14,11,4,多云,东北风,1
上海,上海,2022-2-15,7,3,多云,东北风,2
上海,上海,2022-2-16,8,3,多云,东北风,2
上海,上海,2022-2-17,5,3,多云,东北风,2
上海,上海,2022-2-18,7,3,小雨,东北风,1
上海,上海,2022-2-19,6,0,多云,北风,1
上海,上海,2022-2-20,4,0,多云,北风,2
上海,上海,2022-2-21,9,2,多云,东北风,1
上海,上海,2022-2-22,8,3,阴,东北风,2
上海,上海,2022-2-23,8,1,阴,北风,1
上海,上海,2022-2-24,9,2,多云,东南风,1
上海,上海,2022-2-25,12,5,多云,东南风,1
上海,上海,2022-2-26,17,6,多云,西风,2
上海,上海,2022-2-27,15,8,多云,东南风,2
上海,上海,2022-2-28,21,11,阴,南风,1
上海,上海,2022-1-1,0,-9,多云,西风,2
上海,上海,2022-1-2,8,-4,多云,西风,3
上海,上海,2022-1-3,13,6,晴,东南风,2
上海,上海,2022-1-4,13,9,多云,东北风,1
上海,上海,2022-1-5,11,6,多云,东风,1
上海,上海,2022-1-6,8,5,多云,北风,2
上海,上海,2022-1-7,11,3,多云,东北风,1
上海,上海,2022-1-8,8,5,多云,东北风,1
上海,上海,2022-1-9,7,3,多云,西风,1
上海,上海,2022-1-10,8,2,阴,西北风,1
上海,上海,2022-1-11,6,1,晴,东风,1
上海,上海,2022-1-12,7,0,晴,西风,2
上海,上海,2022-1-13,6,-2,晴,东北风,1
上海,上海,2022-1-14,7,4,阴,南风,2
上海,上海,2022-1-15,11,2,多云,西风,1
上海,上海,2022-1-16,10,6,多云,东北风,1
上海,上海,2022-1-17,11,6,多云,东风,1
